,HomeTeam,AwayTeam,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HTGS,ATGS,HTGC,ATGC,HomeTeam_0,HomeTeam_1,HomeTeam_2,HomeTeam_3,HomeTeam_4,HomeTeam_5,AwayTeam_0,AwayTeam_1,AwayTeam_2,AwayTeam_3,AwayTeam_4,AwayTeam_5
6799,West Brom,Liverpool,D,0,1,A,13,9,6,3,12,5,7,4,0,1,0,0,26,75,52,35,0,1,1,0,1,0,0,0,1,0,1,1
6800,Arsenal,West Ham,H,0,0,D,20,11,8,4,11,9,8,6,3,2,0,0,66,42,46,63,0,0,1,0,1,1,0,0,0,0,1,0
6801,Man City,Swansea,H,2,0,H,19,4,12,1,6,8,5,1,0,1,0,0,98,27,25,51,0,1,0,0,0,0,1,0,0,1,1,1
6802,Stoke,Burnley,D,1,0,H,8,16,3,7,15,5,3,8,2,1,0,0,31,34,64,31,1,0,0,1,0,0,1,0,0,1,0,1
6803,Everton,Newcastle,H,0,0,D,9,9,1,2,10,11,4,6,2,1,0,0,39,35,54,43,0,0,1,1,1,1,0,0,1,0,1,0
6804,Burnley,Brighton,D,0,0,D,10,9,4,1,5,17,3,4,0,2,0,0,34,32,31,47,1,0,0,1,0,1,1,0,1,1,0,0
6805,Crystal Palace,Leicester,H,2,0,H,15,6,9,1,11,9,8,2,1,1,0,1,36,49,54,47,0,1,1,1,1,0,0,1,0,0,1,1
6806,Huddersfield,Everton,A,0,1,A,9,7,2,5,9,8,4,3,1,0,0,0,27,39,54,54,1,0,1,1,0,0,0,0,0,1,0,1
6807,Liverpool,Stoke,D,0,0,D,20,5,2,1,7,14,9,2,1,2,0,0,78,31,35,64,0,0,0,1,1,1,1,0,0,0,1,1
6808,Newcastle,West Brom,A,0,1,A,17,9,2,2,8,13,5,1,1,3,0,0,35,27,43,52,0,1,0,0,0,1,0,1,1,0,0,0
6809,Southampton,Bournemouth,H,1,1,D,14,14,6,7,12,11,5,8,5,1,0,0,33,41,53,56,0,1,0,0,1,0,1,0,1,0,1,0
6810,Swansea,Chelsea,A,0,1,A,10,11,3,3,13,9,1,2,1,1,0,0,27,60,52,34,1,0,1,0,0,0,0,0,1,1,0,0
6811,Man United,Arsenal,H,1,0,H,17,8,3,3,12,7,9,0,0,1,0,0,67,67,27,48,0,0,1,0,1,0,0,0,1,0,0,0
6812,West Ham,Man City,A,1,2,A,4,19,1,7,5,11,0,7,0,1,0,0,43,102,67,26,0,1,0,0,1,1,0,0,0,0,0,1
6813,Tottenham,Watford,H,1,0,H,13,13,3,5,11,10,4,0,1,0,0,0,68,42,31,60,0,0,1,0,0,1,1,0,0,0,0,0
6814,Brighton,Man United,H,0,0,D,11,16,4,3,5,3,5,6,2,0,0,0,32,67,47,27,1,0,1,0,1,1,0,0,1,1,0,1
6815,Bournemouth,Swansea,H,1,0,H,13,12,5,3,10,10,11,6,1,4,0,0,41,27,58,52,1,0,1,0,1,0,1,0,0,1,1,1
6816,Everton,Southampton,D,0,0,D,9,11,3,5,14,12,3,4,2,4,0,1,40,35,54,54,0,0,1,1,1,1,0,0,0,1,0,0
6817,Leicester,West Ham,A,0,1,A,13,13,2,3,8,9,8,3,1,2,0,0,49,43,52,67,0,0,0,1,1,0,0,0,0,0,1,0
6818,Stoke,Crystal Palace,A,1,0,H,7,13,2,2,18,12,1,7,5,2,0,0,32,36,65,54,1,0,0,1,0,0,0,1,1,1,0,1
6819,Watford,Newcastle,H,2,0,H,11,9,8,1,9,11,2,5,2,1,0,0,42,35,60,44,1,0,0,0,1,0,0,0,1,0,1,0
6820,West Brom,Tottenham,H,0,0,D,9,18,1,5,13,12,5,9,4,1,0,0,30,68,54,32,0,1,1,0,1,0,0,0,1,1,1,0
6821,Arsenal,Burnley,H,2,0,H,16,6,8,2,6,7,4,5,0,1,0,0,72,35,48,32,0,0,1,0,1,1,1,0,0,1,0,1
6822,Chelsea,Liverpool,H,1,0,H,12,10,4,5,12,9,3,1,3,2,0,0,61,80,34,37,0,0,0,0,1,0,0,0,1,0,1,1
6823,Man City,Huddersfield,D,0,0,D,15,5,2,3,9,4,10,1,0,3,0,0,102,27,26,56,0,1,0,0,0,0,1,0,1,0,1,1
6824,Swansea,Southampton,A,0,0,D,11,13,3,8,7,15,7,6,2,1,0,0,27,36,53,55,1,0,1,0,0,0,0,0,0,1,0,0
6825,Chelsea,Huddersfield,D,0,0,D,22,3,5,2,7,10,9,0,0,1,0,0,61,27,34,56,0,0,0,0,1,0,1,0,1,0,1,1
6826,Leicester,Arsenal,H,1,0,H,19,14,10,7,7,12,6,6,2,2,0,1,49,72,54,48,0,0,0,1,1,0,0,0,1,0,0,0
6827,Man City,Brighton,H,2,1,H,19,6,7,3,5,7,4,3,0,1,0,0,102,33,26,47,0,1,0,0,0,0,1,0,1,1,0,0
6828,Tottenham,Newcastle,H,0,0,D,11,14,7,3,10,8,6,4,2,3,0,0,68,36,32,46,0,0,1,0,0,1,0,0,1,0,1,0
6829,West Ham,Man United,D,0,0,D,9,16,2,6,12,12,1,6,1,1,0,0,45,67,67,28,0,1,0,0,1,1,0,0,1,1,0,1
6830,Burnley,Bournemouth,A,1,0,H,12,16,4,5,14,9,7,8,0,0,0,0,35,43,37,60,1,0,0,1,0,1,1,0,1,0,1,0
6831,Crystal Palace,West Brom,H,0,0,D,11,7,5,1,10,11,4,2,2,3,0,0,43,31,55,54,0,1,1,1,1,0,0,1,1,0,0,0
6832,Huddersfield,Arsenal,A,0,1,A,18,9,3,4,11,7,7,4,1,0,0,0,28,73,57,51,1,0,1,1,0,0,0,0,1,0,0,0
6833,Liverpool,Brighton,H,2,0,H,22,2,11,1,3,6,7,3,0,0,0,0,80,34,38,50,0,0,0,1,1,1,1,0,1,1,0,0
6834,Man United,Watford,H,1,0,H,7,7,1,3,6,11,6,5,4,0,0,0,67,44,28,63,0,0,1,0,1,0,1,0,0,0,0,0
6835,Newcastle,Chelsea,H,1,0,H,16,6,6,2,11,10,4,2,0,1,0,0,36,62,47,35,0,1,0,0,0,1,0,0,1,1,0,0
6836,Southampton,Man City,A,0,0,D,8,13,3,2,8,10,1,12,3,1,0,0,37,105,55,27,0,1,0,0,1,0,0,0,0,0,0,1
6837,Swansea,Stoke,A,1,2,A,26,8,11,5,12,9,6,0,1,2,0,0,27,33,54,67,1,0,1,0,0,0,1,0,0,0,1,1
6838,Tottenham,Leicester,H,1,2,A,14,16,6,9,9,13,4,4,1,2,0,0,69,52,32,55,0,0,1,0,0,1,0,1,0,0,1,1
6839,West Ham,Everton,H,1,0,H,15,14,4,7,10,13,6,6,0,1,0,0,45,43,67,55,0,1,0,0,1,1,0,0,0,1,0,1
6840,Man United,Leicester,H,1,0,H,8,13,6,4,11,8,2,5,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
6841,Bournemouth,Cardiff,H,1,0,H,12,10,4,1,11,9,7,4,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1
6842,Fulham,Crystal Palace,A,0,1,A,15,10,6,9,9,11,5,5,1,2,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1
6843,Huddersfield,Chelsea,A,0,2,A,6,13,1,4,9,8,2,5,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0
6844,Newcastle,Tottenham,A,1,2,A,15,15,2,5,11,12,3,5,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0
6845,Watford,Brighton,H,1,0,H,19,6,5,0,10,16,8,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
6846,Wolves,Everton,D,1,1,D,11,6,4,5,8,7,3,6,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
6847,Arsenal,Man City,A,0,1,A,9,17,3,8,11,14,2,9,2,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
6848,Liverpool,West Ham,H,2,0,H,18,5,8,2,14,9,5,4,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
6849,Southampton,Burnley,D,0,0,D,18,16,3,6,10,9,8,5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
6850,Cardiff,Newcastle,D,0,0,D,12,12,1,6,14,16,5,5,2,2,0,1,0,1,2,2,1,0,1,0,0,1,0,0,1,0,1,0
6851,Chelsea,Arsenal,H,2,2,D,24,15,11,6,12,9,5,1,0,2,0,0,3,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0
6852,Everton,Southampton,H,2,0,H,13,15,7,4,8,20,2,5,0,5,0,0,2,0,2,0,0,0,1,1,1,1,0,0,0,1,0,0
6853,Leicester,Wolves,H,2,0,H,6,11,2,3,10,8,1,9,2,1,1,0,1,2,2,2,0,0,0,1,1,0,0,1,1,0,1,1
6854,Tottenham,Fulham,H,1,0,H,25,10,11,3,9,5,5,2,0,0,0,0,2,0,1,2,0,0,1,0,0,1,0,1,0,1,1,1
6855,West Ham,Bournemouth,A,1,0,H,11,12,5,5,14,10,6,4,6,2,0,0,0,2,4,0,0,1,0,0,1,1,1,0,1,0,1,0
6856,Brighton,Man United,H,3,1,H,6,9,3,3,16,13,3,5,1,1,0,0,0,2,2,1,1,0,1,0,1,1,0,0,1,1,0,1
6857,Burnley,Watford,A,1,1,D,8,9,3,6,8,19,5,2,1,2,0,0,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0
6858,Man City,Huddersfield,H,3,1,H,32,5,14,1,9,4,10,3,0,2,0,0,2,0,0,3,0,1,0,0,0,0,1,0,1,0,1,1
6859,Crystal Palace,Liverpool,A,0,1,A,8,16,2,6,6,13,6,7,1,1,1,0,2,4,0,0,0,1,1,1,1,0,0,0,1,0,1,1
6860,Arsenal,West Ham,H,1,1,D,17,13,10,5,16,13,10,2,1,3,0,0,2,1,5,6,0,0,1,0,1,1,0,0,0,0,1,0
6861,Bournemouth,Everton,D,0,0,D,17,11,5,3,12,10,6,2,0,3,1,1,4,4,1,3,1,0,1,0,1,0,0,0,0,1,0,1
6862,Huddersfield,Cardiff,D,0,0,D,5,14,1,4,8,10,7,7,0,1,1,0,1,0,9,2,1,0,1,1,0,0,1,0,1,0,0,1
6863,Liverpool,Brighton,H,1,0,H,22,6,8,2,8,14,8,5,1,1,0,0,6,3,0,4,0,0,0,1,1,1,1,0,1,1,0,0
6864,Southampton,Leicester,A,0,0,D,11,8,5,5,13,11,10,3,1,1,1,0,1,3,2,2,0,1,0,0,1,0,0,1,0,0,1,1
6865,Wolves,Man City,D,0,0,D,11,18,2,6,13,8,5,9,1,2,0,0,2,8,4,1,0,1,1,1,0,0,0,0,0,0,0,1
6866,Fulham,Burnley,H,3,2,H,25,12,12,2,11,8,6,4,2,1,0,0,1,1,5,3,0,1,0,1,1,1,1,0,0,1,0,1
6867,Newcastle,Chelsea,A,0,0,D,6,15,2,3,16,8,4,5,3,1,0,0,1,6,2,2,0,1,0,0,0,1,0,0,1,1,0,0
6868,Watford,Crystal Palace,H,0,0,D,13,9,5,3,14,11,6,3,4,2,0,0,5,2,1,2,1,0,0,0,1,0,0,1,1,1,0,1
6869,Man United,Tottenham,A,0,0,D,23,9,5,5,11,16,5,2,2,4,0,0,4,5,4,2,0,0,1,0,1,0,0,0,1,1,1,0
6870,Brighton,Fulham,D,0,1,A,15,10,5,5,12,14,7,1,3,3,0,0,3,5,5,7,1,0,1,0,1,1,0,1,0,1,1,1
6871,Chelsea,Bournemouth,H,0,0,D,24,8,6,1,10,7,7,6,2,2,0,0,8,6,3,3,0,0,0,0,1,0,1,0,1,0,1,0
6872,Crystal Palace,Southampton,A,0,0,D,20,19,6,6,11,12,7,4,1,1,0,0,3,2,4,4,0,1,1,1,1,0,0,0,0,1,0,0
6873,Everton,Huddersfield,D,1,1,D,11,9,1,6,13,14,4,3,3,3,0,0,6,1,5,9,0,0,1,1,1,1,1,0,1,0,1,1
6874,Leicester,Liverpool,A,0,2,A,12,10,5,4,9,12,4,4,3,2,0,0,5,7,3,0,0,0,0,1,1,0,0,0,1,0,1,1
6875,Man City,Newcastle,H,1,1,D,24,3,8,2,5,13,4,0,0,0,0,0,9,2,2,4,0,1,0,0,0,0,0,0,1,0,1,0
6876,West Ham,Wolves,A,0,0,D,13,15,3,6,10,11,4,4,2,1,0,0,2,3,9,5,0,1,0,0,1,1,0,1,1,0,1,1
6877,Burnley,Man United,A,0,2,A,9,21,2,9,7,13,2,5,2,3,0,1,3,4,7,7,1,0,0,1,0,1,0,0,1,1,0,1
6878,Cardiff,Arsenal,A,1,1,D,14,17,3,11,12,14,3,9,3,4,0,0,0,5,2,6,1,0,1,0,0,1,0,0,1,0,0,0
6879,Watford,Tottenham,H,0,0,D,7,11,3,2,9,8,3,10,2,1,0,0,7,8,2,2,1,0,0,0,1,0,0,0,1,1,1,0
6880,Bournemouth,Leicester,H,3,0,H,10,14,5,8,13,15,4,6,3,2,0,1,6,6,5,5,1,0,1,0,1,0,0,1,0,0,1,1
6881,Chelsea,Cardiff,H,2,1,H,18,6,7,2,8,10,5,4,0,0,0,0,10,2,3,5,0,0,0,0,1,0,1,0,1,0,0,1
6882,Huddersfield,Crystal Palace,A,0,1,A,15,7,2,2,11,17,5,3,1,2,0,0,2,3,10,6,1,0,1,1,0,0,0,1,1,1,0,1
6883,Man City,Fulham,H,2,0,H,28,9,9,3,7,7,10,4,0,0,0,0,11,7,3,9,0,1,0,0,0,0,0,1,0,1,1,1
6884,Newcastle,Arsenal,A,0,0,D,4,12,2,2,13,11,10,4,0,0,0,0,3,8,6,8,0,1,0,0,0,1,0,0,1,0,0,0
6885,Tottenham,Liverpool,A,0,1,A,11,17,3,10,17,16,5,4,0,0,0,0,9,9,4,1,0,0,1,0,0,1,0,0,1,0,1,1
6886,Watford,Man United,A,0,2,A,14,9,5,6,9,11,6,8,2,1,0,1,9,6,3,7,1,0,0,0,1,0,0,0,1,1,0,1
6887,Everton,West Ham,A,1,2,A,16,9,4,4,15,12,4,2,2,5,0,0,7,2,6,10,0,0,1,1,1,1,0,0,0,0,1,0
6888,Wolves,Burnley,H,0,0,D,30,7,7,2,10,9,8,2,2,4,0,0,4,3,5,9,0,1,1,1,0,0,1,0,0,1,0,1
6889,Southampton,Brighton,D,1,0,H,14,12,5,4,10,13,1,4,2,3,0,0,4,5,4,7,0,1,0,0,1,0,1,0,1,1,0,0
6890,Brighton,Tottenham,A,0,1,A,8,16,4,7,15,9,5,7,2,1,0,0,7,10,9,6,1,0,1,0,1,1,0,0,1,1,1,0
6891,Burnley,Bournemouth,H,2,0,H,12,19,5,5,17,6,3,8,2,0,0,0,3,10,10,7,1,0,0,1,0,1,1,0,1,0,1,0
6892,Cardiff,Man City,A,0,3,A,2,21,2,10,6,4,1,9,1,1,0,0,3,14,9,3,1,0,1,0,0,1,0,0,0,0,0,1
6893,Crystal Palace,Newcastle,D,0,0,D,16,6,4,3,8,11,9,5,1,1,0,0,4,4,6,8,0,1,1,1,1,0,0,0,1,0,1,0
6894,Fulham,Watford,D,0,1,A,15,11,3,6,11,9,8,8,2,1,0,0,7,10,12,5,0,1,0,1,1,1,1,0,0,0,0,0
6895,Leicester,Huddersfield,H,1,1,D,18,9,8,2,10,16,3,1,2,1,0,0,8,2,9,11,0,0,0,1,1,0,1,0,1,0,1,1
6896,Liverpool,Southampton,H,3,0,H,12,7,4,1,7,10,5,4,0,2,0,0,11,6,2,6,0,0,0,1,1,1,0,0,0,1,0,0
6897,Man United,Wolves,D,1,0,H,15,11,6,8,5,17,5,4,1,1,0,0,8,5,8,5,0,0,1,0,1,0,0,1,1,0,1,1
6898,Arsenal,Everton,H,0,0,D,9,9,5,6,17,12,5,9,2,1,0,0,10,8,9,9,0,0,1,0,1,1,0,0,0,1,0,1
6899,West Ham,Chelsea,D,0,0,D,6,17,1,6,11,9,1,8,2,1,0,0,5,14,11,4,0,1,0,0,1,1,0,0,1,1,0,0
6900,Arsenal,Watford,H,0,0,D,9,13,2,4,11,17,6,6,2,2,0,0,12,11,9,6,0,0,1,0,1,1,1,0,0,0,0,0
6901,Chelsea,Liverpool,D,1,0,H,10,13,4,6,7,9,4,4,0,2,0,0,14,14,4,2,0,0,0,0,1,0,0,0,1,0,1,1
6902,Everton,Fulham,H,0,0,D,19,6,6,0,13,13,12,1,0,3,0,0,8,8,11,13,0,0,1,1,1,1,0,1,0,1,1,1
6903,Huddersfield,Tottenham,A,0,2,A,9,10,5,6,17,16,3,0,2,2,0,0,3,12,14,7,1,0,1,1,0,0,0,0,1,1,1,0
6904,Man City,Brighton,H,1,0,H,28,4,8,1,4,10,10,3,0,3,0,0,19,8,3,11,0,1,0,0,0,0,1,0,1,1,0,0
6905,Newcastle,Leicester,A,0,1,A,6,12,1,5,11,5,5,9,0,0,0,0,4,11,8,10,0,1,0,0,0,1,0,1,0,0,1,1
6906,West Ham,Man United,H,2,0,H,8,9,3,4,12,12,4,9,0,1,0,0,5,9,11,9,0,1,0,0,1,1,0,0,1,1,0,1
6907,Wolves,Southampton,H,0,0,D,14,17,6,6,11,7,8,6,3,1,0,0,6,6,6,9,0,1,1,1,0,0,0,0,0,1,0,0
6908,Cardiff,Burnley,A,0,0,D,19,3,5,2,11,15,10,2,1,3,0,0,3,7,14,10,1,0,1,0,0,1,1,0,0,1,0,1
6909,Bournemouth,Crystal Palace,H,1,0,H,11,10,5,2,9,12,3,3,3,4,0,0,10,4,11,6,1,0,1,0,1,0,0,1,1,1,0,1
6910,Brighton,West Ham,H,1,0,H,9,17,4,4,12,8,2,9,3,2,0,0,8,8,13,12,1,0,1,0,1,1,0,0,0,0,1,0
6911,Burnley,Huddersfield,D,1,0,H,6,19,3,2,8,11,1,10,2,2,0,0,9,3,11,16,1,0,0,1,0,1,1,0,1,0,1,1
6912,Crystal Palace,Wolves,A,0,0,D,11,7,4,2,11,13,6,3,3,4,0,0,5,8,8,6,0,1,1,1,1,0,0,1,1,0,1,1
6913,Leicester,Everton,A,1,1,D,8,17,2,8,10,11,2,10,2,1,1,0,13,11,10,11,0,0,0,1,1,0,0,0,0,1,0,1
6914,Man United,Newcastle,H,0,2,A,18,13,10,8,16,8,10,6,2,2,0,0,10,4,12,10,0,0,1,0,1,0,0,0,1,0,1,0
6915,Tottenham,Cardiff,H,1,0,H,19,8,7,6,7,11,6,2,2,1,0,1,14,4,7,16,0,0,1,0,0,1,1,0,1,0,0,1
6916,Watford,Bournemouth,A,0,3,A,14,10,2,7,11,9,10,7,3,1,1,0,11,12,8,12,1,0,0,0,1,0,1,0,1,0,1,0
6917,Fulham,Arsenal,A,1,1,D,21,9,4,7,11,12,4,2,2,0,0,0,8,14,16,9,0,1,0,1,1,1,0,0,1,0,0,0
6918,Liverpool,Man City,D,0,0,D,7,6,2,2,10,10,2,6,1,3,0,0,15,21,3,3,0,0,0,1,1,1,0,0,0,0,0,1
6919,Southampton,Chelsea,A,0,1,A,15,21,6,6,13,11,4,12,6,0,0,0,6,15,11,5,0,1,0,0,1,0,0,0,1,1,0,0
6920,Bournemouth,Southampton,D,0,0,D,10,8,2,4,10,14,6,4,1,2,0,0,16,6,12,14,1,0,1,0,1,0,0,0,0,1,0,0
6921,Cardiff,Fulham,H,2,2,D,22,9,5,4,15,16,4,4,3,3,0,0,4,9,17,21,1,0,1,0,0,1,0,1,0,1,1,1
6922,Chelsea,Man United,D,1,0,H,21,7,6,4,9,17,5,3,2,5,0,0,18,13,5,14,0,0,0,0,1,0,0,0,1,1,0,1
6923,Huddersfield,Liverpool,A,0,1,A,13,11,1,2,9,6,2,4,0,2,0,0,4,15,17,3,1,0,1,1,0,0,0,0,1,0,1,1
6924,Man City,Burnley,H,1,0,H,24,5,10,0,11,5,10,1,2,2,0,0,21,10,3,12,0,1,0,0,0,0,1,0,0,1,0,1
6925,Newcastle,Brighton,A,0,1,A,27,8,6,2,13,17,10,2,0,2,0,0,6,9,13,13,0,1,0,0,0,1,1,0,1,1,0,0
6926,West Ham,Tottenham,A,0,1,A,13,10,4,2,8,10,10,6,3,0,0,0,8,15,13,7,0,1,0,0,1,1,0,0,1,1,1,0
6927,Wolves,Watford,A,0,2,A,10,9,1,3,23,13,8,2,3,1,0,0,9,11,6,12,0,1,1,1,0,0,1,0,0,0,0,0
6928,Everton,Crystal Palace,H,0,0,D,20,7,4,3,13,17,10,5,2,1,0,0,13,5,12,9,0,0,1,1,1,1,0,1,1,1,0,1
6929,Arsenal,Leicester,H,1,1,D,19,8,6,2,10,10,6,4,2,2,0,0,19,14,10,12,0,0,1,0,1,1,0,1,0,0,1,1
6930,Brighton,Wolves,H,0,0,D,2,25,1,7,11,8,1,10,3,0,0,0,10,9,13,8,1,0,1,0,1,1,0,1,1,0,1,1
6931,Fulham,Bournemouth,A,0,1,A,11,12,1,5,16,3,5,5,2,1,1,0,11,16,25,12,0,1,0,1,1,1,1,0,1,0,1,0
6932,Leicester,West Ham,D,0,1,A,21,11,7,3,17,5,8,0,1,1,0,1,15,8,15,14,0,0,0,1,1,0,0,0,0,0,1,0
6933,Liverpool,Cardiff,H,1,0,H,19,2,7,1,6,4,8,0,0,0,0,0,16,8,3,19,0,0,0,1,1,1,1,0,1,0,0,1
6934,Southampton,Newcastle,D,0,0,D,22,6,4,0,9,12,7,2,0,1,0,0,6,6,14,14,0,1,0,0,1,0,0,0,1,0,1,0
6935,Watford,Huddersfield,H,2,0,H,12,13,6,7,9,13,3,3,1,2,0,0,13,4,12,18,1,0,0,0,1,0,1,0,1,0,1,1
6936,Burnley,Chelsea,A,0,1,A,7,24,1,8,14,10,4,4,4,2,0,0,10,20,17,7,1,0,0,1,0,1,0,0,1,1,0,0
6937,Crystal Palace,Arsenal,D,1,0,H,16,7,3,2,10,16,6,4,1,2,0,0,5,22,11,11,0,1,1,1,1,0,0,0,1,0,0,0
6938,Man United,Everton,H,1,0,H,14,14,10,6,15,12,8,4,2,1,0,0,15,15,16,12,0,0,1,0,1,0,0,0,0,1,0,1
6939,Tottenham,Man City,A,0,1,A,4,13,1,6,13,13,3,6,2,2,0,0,16,26,7,3,0,0,1,0,0,1,0,0,0,0,0,1
6940,Arsenal,Liverpool,D,0,0,D,12,13,4,4,7,7,5,8,1,1,0,0,24,20,13,4,0,0,1,0,1,1,0,0,1,0,1,1
6941,Bournemouth,Man United,A,1,1,D,18,18,7,8,12,12,9,5,4,3,0,0,19,17,12,17,1,0,1,0,1,0,0,0,1,1,0,1
6942,Cardiff,Leicester,A,0,0,D,11,13,2,5,13,12,6,12,2,2,0,0,9,16,23,16,1,0,1,0,0,1,0,1,0,0,1,1
6943,Everton,Brighton,H,1,1,D,14,5,3,3,9,17,6,4,0,1,0,0,16,11,14,13,0,0,1,1,1,1,1,0,1,1,0,0
6944,Newcastle,Watford,H,0,0,D,10,16,2,1,12,11,8,9,1,5,0,0,6,16,14,12,0,1,0,0,0,1,1,0,0,0,0,0
6945,West Ham,Burnley,H,1,1,D,22,6,10,3,7,9,10,4,1,4,0,0,9,10,15,21,0,1,0,0,1,1,1,0,0,1,0,1
6946,Wolves,Tottenham,A,0,2,A,16,10,7,8,11,8,5,1,1,2,0,0,9,16,9,8,0,1,1,1,0,0,0,0,1,1,1,0
6947,Chelsea,Crystal Palace,H,1,0,H,15,7,6,2,6,13,4,2,0,1,0,0,24,7,7,13,0,0,0,0,1,0,0,1,1,1,0,1
6948,Man City,Southampton,H,4,1,H,18,12,8,6,14,9,4,4,1,1,0,0,27,6,3,14,0,1,0,0,0,0,0,0,0,1,0,0
6949,Huddersfield,Fulham,H,1,0,H,10,7,2,1,11,8,5,4,1,2,0,0,4,11,21,28,1,0,1,1,0,0,0,1,0,1,1,1
6950,Cardiff,Brighton,H,1,1,D,20,7,6,3,7,21,4,1,2,1,0,1,9,12,24,16,1,0,1,0,0,1,1,0,1,1,0,0
6951,Crystal Palace,Tottenham,A,0,0,D,11,11,4,2,12,9,10,6,1,1,0,0,8,19,16,10,0,1,1,1,1,0,0,0,1,1,1,0
6952,Huddersfield,West Ham,D,1,0,H,15,12,7,5,9,8,5,6,1,1,0,0,5,13,21,17,1,0,1,1,0,0,0,0,0,0,1,0
6953,Leicester,Burnley,D,0,0,D,22,6,5,1,13,10,12,1,2,0,0,0,17,12,16,25,0,0,0,1,1,0,1,0,0,1,0,1
6954,Newcastle,Bournemouth,H,2,1,H,18,14,6,4,9,11,7,10,2,1,0,0,7,20,14,14,0,1,0,0,0,1,1,0,1,0,1,0
6955,Southampton,Watford,D,1,0,H,14,12,4,6,13,13,7,6,3,2,0,0,7,16,20,13,0,1,0,0,1,0,1,0,0,0,0,0
6956,Arsenal,Wolves,D,0,1,A,10,12,3,5,9,16,11,2,2,2,0,0,25,11,14,12,0,0,1,0,1,1,0,1,1,0,1,1
6957,Chelsea,Everton,D,0,0,D,15,6,4,1,7,11,5,5,4,3,0,0,27,19,8,15,0,0,0,0,1,0,0,0,0,1,0,1
6958,Liverpool,Fulham,H,1,0,H,20,8,7,3,11,9,6,3,1,1,0,0,21,11,5,29,0,0,0,1,1,1,0,1,0,1,1,1
6959,Man City,Man United,H,1,0,H,17,6,5,1,12,12,5,1,1,1,0,0,33,19,4,18,0,1,0,0,0,0,0,0,1,1,0,1
6960,Brighton,Leicester,D,1,0,H,14,8,3,3,10,7,6,1,3,1,0,1,13,17,18,16,1,0,1,0,1,1,0,1,0,0,1,1
6961,Everton,Cardiff,H,0,0,D,16,7,8,1,12,13,7,3,0,3,0,0,19,11,15,25,0,0,1,1,1,1,1,0,1,0,0,1
6962,Fulham,Southampton,H,2,1,H,10,19,5,8,10,6,2,5,2,3,0,0,11,8,31,21,0,1,0,1,1,1,0,0,0,1,0,0
6963,Man United,Crystal Palace,D,0,0,D,12,13,5,2,13,12,10,3,1,2,0,0,20,8,21,17,0,0,1,0,1,0,0,1,1,1,0,1
6964,Tottenham,Chelsea,H,2,0,H,18,13,9,2,19,12,4,4,0,3,0,0,20,27,10,8,0,0,1,0,0,1,0,0,1,1,0,0
6965,Watford,Liverpool,A,0,0,D,5,10,1,7,12,13,5,5,0,0,0,1,17,23,14,5,1,0,0,0,1,0,0,0,1,0,1,1
6966,West Ham,Man City,A,0,3,A,9,9,1,6,6,3,8,1,0,0,0,0,14,36,18,5,0,1,0,0,1,1,0,0,0,0,0,1
6967,Bournemouth,Arsenal,A,1,1,D,11,20,5,4,6,9,5,8,2,1,0,0,21,26,16,15,1,0,1,0,1,0,0,0,1,0,0,0
6968,Wolves,Huddersfield,A,0,1,A,12,14,3,6,9,8,3,5,1,2,0,0,12,6,13,22,0,1,1,1,0,0,1,0,1,0,1,1
6969,Burnley,Newcastle,A,1,2,A,14,17,4,3,6,11,5,5,0,1,0,0,12,9,25,15,1,0,0,1,0,1,0,0,1,0,1,0
6970,Cardiff,Wolves,H,0,1,A,17,15,3,4,3,12,7,6,1,2,0,0,11,12,26,15,1,0,1,0,0,1,0,1,1,0,1,1
6971,Crystal Palace,Burnley,H,1,0,H,29,4,9,0,9,10,10,2,1,1,0,0,8,13,17,27,0,1,1,1,1,0,1,0,0,1,0,1
6972,Huddersfield,Brighton,A,1,1,D,7,14,2,6,10,12,2,6,0,2,1,0,8,14,22,19,1,0,1,1,0,0,1,0,1,1,0,0
6973,Leicester,Watford,H,2,0,H,7,8,3,0,7,6,4,8,2,1,0,1,18,17,17,17,0,0,0,1,1,0,1,0,0,0,0,0
6974,Man City,Bournemouth,H,1,1,D,16,4,6,1,9,3,8,4,0,0,0,0,40,22,5,18,0,1,0,0,0,0,1,0,1,0,1,0
6975,Newcastle,West Ham,A,0,1,A,16,7,4,4,10,10,7,3,3,3,0,0,11,14,16,22,0,1,0,0,0,1,0,0,0,0,1,0
